category	title	local_path	upstream_url	sha256
api-reference	Stop Work (Beta)	api-reference/environments/work/stop.md	https://platform.claude.com/docs/en/api/beta/environments/work/stop.md	0753dca59e4a5ed4b4720df49a9f5e38fdb42f72007b0b063361278159c22e60
api-reference	Stream Events (Beta)	api-reference/sessions/events/stream.md	https://platform.claude.com/docs/en/api/beta/sessions/events/stream.md	1d206bb9a93375c8dff02bb80704b5fe1674f49a288537fc22913521c4761487
api-reference	Stream Session Thread Events (Beta)	api-reference/sessions/threads/events/stream.md	https://platform.claude.com/docs/en/api/beta/sessions/threads/events/stream.md	28ecd7da28da93b840b7fea0d19ec78cea6786305c92caf5668c405084e1e7fa
api-reference	Threads (Beta)	api-reference/sessions/threads.md	https://platform.claude.com/docs/en/api/beta/sessions/threads.md	fdeb3a628887f15ae9e7a49edd8cad3a0caeb7617e521a38629744b090e018c9
api-reference	Tunnels (Beta)	api-reference/tunnels.md	https://platform.claude.com/docs/en/api/beta/tunnels.md	c9a12f4b71a987117e4f5c56507a93c81c93a2530aa887fb8a255bf58ced9e58
api-reference	Unpause Deployment (Beta)	api-reference/deployments/unpause.md	https://platform.claude.com/docs/en/api/beta/deployments/unpause.md	b49d24771699e43c57bc060de689f1ededb4ed499a9030e9d16ea7b52299bf55
api-reference	Update Agent (Beta)	api-reference/agents/update.md	https://platform.claude.com/docs/en/api/beta/agents/update.md	b70f38283b6b3a8570a7b36917bd399083e780994d7b27383dc2b8dcc44b04eb
api-reference	Update Credential (Beta)	api-reference/vaults/credentials/update.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/update.md	8bfaa9abab7491eddeca7564cb656db5e1fa9431bade5917c134cf97c3477d57
api-reference	Update Deployment (Beta)	api-reference/deployments/update.md	https://platform.claude.com/docs/en/api/beta/deployments/update.md	9b89f09a58e0f1e887b75b7da0970b2d2b214c286aee1cb395ca9f91aac2d5ec
api-reference	Update Environment (Beta)	api-reference/environments/update.md	https://platform.claude.com/docs/en/api/beta/environments/update.md	e8c27bdabaddf911f63c3bb49a40b43859943399b8304e4e2158063e22dbdcb2
api-reference	Update Session (Beta)	api-reference/sessions/update.md	https://platform.claude.com/docs/en/api/beta/sessions/update.md	d9e871893f15b459a18ccf75967d39c8a4680312731107b71b20f82a171cf04b
api-reference	Update Session Resource (Beta)	api-reference/sessions/resources/update.md	https://platform.claude.com/docs/en/api/beta/sessions/resources/update.md	a3be759b151b71dcf0638fc150b1a323716c73aed6e08dbb3a8d8d5646853e24
api-reference	Update User Profile (Beta)	api-reference/user_profiles/update.md	https://platform.claude.com/docs/en/api/beta/user_profiles/update.md	fcf9f980cc265c913d6a83cdbb4b227e8298678b79cab619e7c202f28a56ac07
api-reference	Update Vault (Beta)	api-reference/vaults/update.md	https://platform.claude.com/docs/en/api/beta/vaults/update.md	bb363b6c56f871876a2a982de732b4eabf86ea3519228caa65fb9184a3da22fa
api-reference	Update Work Item (Beta)	api-reference/environments/work/update.md	https://platform.claude.com/docs/en/api/beta/environments/work/update.md	987a971e4e7c42a5720e89510fbfa724cc5d42168baedbff20cecae83fb86efe
api-reference	Update a memory (Beta)	api-reference/memory_stores/memories/update.md	https://platform.claude.com/docs/en/api/beta/memory_stores/memories/update.md	006c70e8c19ec3f458a166542afba5eccc24e3996e94c558ac511c46917731a8
api-reference	Update a memory store (Beta)	api-reference/memory_stores/update.md	https://platform.claude.com/docs/en/api/beta/memory_stores/update.md	6ed87d2fabff08bf27194b69c0ffd43fdab498b28fd93a1adfeccc06fbf899b8
api-reference	Upload File (Beta)	api-reference/files/upload.md	https://platform.claude.com/docs/en/api/beta/files/upload.md	6f14f0a4cf3b68767388655fb63dd1a756a48c09c4776b04b5f4c9644ccdaa40
api-reference	User Profiles (Beta)	api-reference/user_profiles.md	https://platform.claude.com/docs/en/api/beta/user_profiles.md	7a0ad3fd61af100ccef7b046f9a60317a70c0595a94d514a07a0735f697c9940
api-reference	Validate Credential (Beta)	api-reference/vaults/credentials/mcp_oauth_validate.md	https://platform.claude.com/docs/en/api/beta/vaults/credentials/mcp_oauth_validate.md	9fbc71c0dc7ecf2a9d1773a65be7f4b49fbd62db90f618291644371652a97f33
api-reference	Vaults (Beta)	api-reference/vaults.md	https://platform.claude.com/docs/en/api/beta/vaults.md	6fd66c66a96ce5ffb18e6f01a4f0b321d2b038f04c753b746c9d3b797f88ad7c
api-reference	Versions (Beta)	api-reference/agents/versions.md	https://platform.claude.com/docs/en/api/beta/agents/versions.md	fcfaf7ff45139080d766b852e00df683e00c5566ad3affdf979d662e7efacbea
api-reference	Versions (Beta)	api-reference/skills/versions.md	https://platform.claude.com/docs/en/api/beta/skills/versions.md	e302d52bd85bb83640048c1ba18eafa66c72adf6e479883cff31477541096a3f
api-reference	Webhooks (Beta)	api-reference/webhooks.md	https://platform.claude.com/docs/en/api/beta/webhooks.md	7429848dac8d4b06168f49ecd16d0b6b0422d3772caa6a5fa5b0f9fb1ab36b37
api-reference	Work (Beta)	api-reference/environments/work.md	https://platform.claude.com/docs/en/api/beta/environments/work.md	01b8d07e00fd0cc38a70a16708ec5e707c66f5d2a9f29b506abbb4ecb56099df
